id,media_type,title,date,popularity,vote_average,vote_count,original_language,genres,week
1419406,movie,The Shadow's Edge,2025-08-16,569.877,6.4,92,en,Action; Crime; Thriller,2025-11-23
1363123,movie,The Family Plan 2,2025-11-11,398.4084,6.617,111,en,Action; Comedy,2025-11-23
1062722,movie,Frankenstein,2025-10-17,384.5713,7.765,1745,en,Drama; Horror; Fantasy,2025-11-23
1054867,movie,One Battle After Another,2025-09-23,309.9881,7.5,1581,en,Action; Thriller; Crime,2025-11-23
66732,tv,Stranger Things,2016-07-15,308.3564,8.594,19052,en,Sci-Fi & Fantasy; Mystery; Action & Adventure,2025-11-23
200875,tv,IT: Welcome to Derry,2025-10-26,289.8181,7.988,442,en,Drama; Mystery,2025-11-23
1242898,movie,Predator: Badlands,2025-11-05,217.0943,7.424,416,en,Action; Science Fiction; Adventure,2025-11-23
1248226,movie,Playdate,2025-11-05,214.9257,6.17,280,en,Action; Comedy; Family,2025-11-23
967941,movie,Wicked: For Good,2025-11-19,207.1159,6.7,186,en,Romance; Fantasy; Adventure,2025-11-23
1539104,movie,JUJUTSU KAISEN: Execution -Shibuya Incident x The Culling Game Begins-,2025-11-07,204.3238,3.5,29,ja,Animation; Action,2025-11-23
425274,movie,Now You See Me: Now You Don't,2025-11-12,173.2076,6.208,228,en,Thriller; Crime; Mystery,2025-11-23
94954,tv,Hazbin Hotel,2024-01-18,162.1381,8.661,1423,en,Animation; Comedy; Drama; Sci-Fi & Fantasy,2025-11-23
1197137,movie,Black Phone 2,2025-10-15,159.7254,6.86,585,en,Horror; Thriller,2025-11-23
1311031,movie,Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025-07-18,159.5984,7.583,569,ja,Animation; Action; Fantasy; Thriller,2025-11-23
7451,movie,xXx,2002-08-09,140.7226,5.976,4671,en,Action; Adventure; Thriller; Crime; Drama,2025-11-23
71912,tv,The Witcher,2019-12-20,124.5753,7.976,6389,en,Sci-Fi & Fantasy; Drama; Action & Adventure,2025-11-23
225171,tv,Pluribus,2025-11-06,123.2074,8.137,142,en,Drama; Sci-Fi & Fantasy,2025-11-23
1084242,movie,Zootopia 2,2025-11-26,120.2332,7.2,12,en,Animation; Family; Comedy; Adventure; Mystery,2025-11-23
153312,tv,Tulsa King,2022-11-13,119.9408,8.314,2393,en,Crime; Drama; Comedy,2025-11-23
252193,tv,Last Samurai Standing,2025-11-13,117.5883,8.128,82,ja,Action & Adventure; Drama,2025-11-23
937941,movie,Shelby Oaks,2025-10-02,111.7713,5.701,73,en,Horror; Mystery,2025-11-23
456,tv,The Simpsons,1989-12-17,111.7548,8.012,10449,en,Family; Animation; Comedy,2025-11-23
1218925,movie,Chainsaw Man - The Movie: Reze Arc,2025-09-19,108.8559,7.8,213,ja,Animation; Action; Romance; Fantasy,2025-11-23
1396,tv,Breaking Bad,2008-01-20,102.2718,8.935,16553,en,Drama; Crime,2025-11-23
1241983,movie,Train Dreams,2025-11-05,101.2287,7.8,66,en,Drama,2025-11-23
803796,movie,KPop Demon Hunters,2025-06-20,95.9544,8.21,1935,en,Fantasy; Music; Comedy; Animation,2025-11-23
1434,tv,Family Guy,1999-01-31,90.2194,7.4,4715,en,Animation; Comedy,2025-11-23
250670,tv,Maxton Hall - The World Between Us,2024-05-09,87.1702,8.352,581,de,Drama,2025-11-23
1265063,movie,After the Hunt,2025-10-09,84.7987,6.039,191,en,Drama,2025-11-23
1038392,movie,The Conjuring: Last Rites,2025-09-03,80.1947,6.983,1336,en,Horror,2025-11-23
1117857,movie,In Your Dreams,2025-11-07,78.7951,7.08,95,en,Animation; Family; Comedy; Adventure; Fantasy,2025-11-23
402431,movie,Wicked,2024-11-20,78.6541,6.9,2577,en,Drama; Romance; Fantasy,2025-11-23
617126,movie,The Fantastic 4: First Steps,2025-07-23,72.9272,7.0,2463,en,Science Fiction; Adventure; Action,2025-11-23
1242419,movie,Roofman,2025-10-08,71.5159,7.212,189,en,Comedy; Drama; Crime,2025-11-23
