id,media_type,title,date,popularity,vote_average,vote_count,original_language,genres,week
1236153,movie,Mercy,2026-01-20,639.672,7.0,413,en,Science Fiction; Action; Thriller,2026-02-22
224372,tv,A Knight of the Seven Kingdoms,2026-01-18,300.1181,8.542,371,en,Drama; Sci-Fi & Fantasy; Action & Adventure,2026-02-22
1272837,movie,28 Years Later: The Bone Temple,2026-01-14,281.7037,7.209,552,en,Horror; Thriller; Science Fiction,2026-02-22
456,tv,The Simpsons,1989-12-17,245.954,8.0,10582,en,Family; Animation; Comedy,2026-02-22
79744,tv,The Rookie,2018-10-16,240.0926,8.531,2971,en,Crime; Drama; Comedy,2026-02-22
840464,movie,Greenland 2: Migration,2026-01-07,220.1914,6.53,491,en,Adventure; Thriller; Science Fiction,2026-02-22
1434,tv,Family Guy,1999-01-31,205.0949,7.39,4805,en,Animation; Comedy,2026-02-22
95479,tv,JUJUTSU KAISEN,2020-10-03,181.3938,8.561,4204,ja,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-02-22
1084242,movie,Zootopia 2,2025-11-26,180.5534,7.607,1801,en,Animation; Comedy; Adventure; Family; Mystery,2026-02-22
1168190,movie,The Wrecking Crew,2026-01-28,163.2222,6.918,653,en,Action; Comedy; Crime; Mystery,2026-02-22
1168190,movie,The Wrecking Crew,2026-01-28,163.2222,6.918,653,en,Action; Comedy; Crime; Mystery,2026-02-22
1316092,movie,“Wuthering Heights”,2026-02-11,149.9314,6.534,327,en,Romance; Drama,2026-02-22
1242898,movie,Predator: Badlands,2025-11-05,147.7011,7.719,2116,en,Action; Science Fiction; Adventure,2026-02-22
241372,tv,56 Days,2026-02-18,146.2642,5.0,29,en,Crime; Drama; Mystery,2026-02-22
1368166,movie,The Housemaid,2025-12-18,144.9842,7.226,1250,en,Drama; Mystery; Thriller,2026-02-22
1244975,movie,The Orphans,2025-08-20,130.7915,6.033,46,fr,Action,2026-02-22
1428862,movie,Firebreak,2026-02-19,124.2511,5.963,27,es,Thriller; Drama,2026-02-22
83533,movie,Avatar: Fire and Ash,2025-12-17,118.7025,7.277,1807,en,Science Fiction; Adventure; Fantasy,2026-02-22
