id,media_type,title,date,popularity,vote_average,vote_count,original_language,genres,week
1265609,movie,War Machine,2026-02-12,596.0341,7.205,778,en,Action; Science Fiction; Thriller,2026-03-15
79744,tv,The Rookie,2018-10-16,401.837,8.53,3040,en,Crime; Drama; Comedy,2026-03-15
111110,tv,ONE PIECE,2023-08-31,399.2659,8.103,1569,en,Action & Adventure; Sci-Fi & Fantasy,2026-03-15
1290821,movie,Shelter,2026-01-28,300.8271,6.6,298,en,Action; Crime; Thriller,2026-03-15
1434,tv,Family Guy,1999-01-31,266.7337,7.392,4837,en,Animation; Comedy,2026-03-15
799882,movie,The Bluff,2026-02-17,203.908,6.296,260,en,Action; Thriller,2026-03-15
95479,tv,JUJUTSU KAISEN,2020-10-03,198.3865,8.556,4246,ja,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-03-15
1084242,movie,Zootopia 2,2025-11-26,170.8567,7.605,2157,en,Animation; Comedy; Adventure; Family; Mystery,2026-03-15
66732,tv,Stranger Things,2016-07-15,167.8164,8.575,20833,en,Sci-Fi & Fantasy; Mystery; Action & Adventure,2026-03-15
1327819,movie,Hoppers,2026-03-04,152.1191,7.7,183,en,Animation; Family; Science Fiction; Comedy,2026-03-15
840464,movie,Greenland 2: Migration,2026-01-07,137.749,6.461,596,en,Adventure; Thriller; Science Fiction,2026-03-15
1193501,movie,Whistle,2026-01-20,135.7866,6.099,141,en,Horror; Mystery,2026-03-15
91239,tv,Bridgerton,2020-12-25,135.4639,8.071,3222,en,Drama,2026-03-15
1236153,movie,Mercy,2026-01-20,130.0516,7.108,726,en,Science Fiction; Action; Thriller,2026-03-15
240740,tv,Scarpetta,2026-03-11,129.3228,6.276,38,en,Drama; Crime; Mystery,2026-03-15
56570,tv,Outlander,2014-08-09,121.5114,8.178,2785,en,Drama; Sci-Fi & Fantasy,2026-03-15
250307,tv,The Pitt,2025-01-09,112.5538,8.7,543,en,Drama,2026-03-15
1119449,movie,"Good Luck, Have Fun, Don't Die",2026-02-13,108.2256,6.934,137,en,Science Fiction; Action; Comedy,2026-03-15
209867,tv,Frieren: Beyond Journey's End,2023-09-29,103.2973,8.8,724,ja,Animation; Action & Adventure; Drama; Sci-Fi & Fantasy,2026-03-15
279388,tv,Pursuit of Jade,2026-03-06,101.0323,7.6,19,zh,Drama,2026-03-15
124364,tv,FROM,2022-02-20,100.9343,8.152,2450,en,Mystery; Drama; Sci-Fi & Fantasy,2026-03-15
76479,tv,The Boys,2019-07-25,99.4678,8.438,11671,en,Sci-Fi & Fantasy; Action & Adventure,2026-03-15
83533,movie,Avatar: Fire and Ash,2025-12-17,99.1785,7.266,1890,en,Science Fiction; Adventure; Fantasy,2026-03-15
1316092,movie,"""Wuthering Heights""",2026-02-11,96.9199,6.37,506,en,Romance; Drama,2026-03-15
1368166,movie,The Housemaid,2025-12-18,93.0185,7.246,1506,en,Drama; Mystery; Thriller,2026-03-15
224372,tv,A Knight of the Seven Kingdoms,2026-01-18,91.6643,8.456,662,en,Drama; Sci-Fi & Fantasy; Action & Adventure,2026-03-15
680493,movie,Return to Silent Hill,2026-01-21,89.8519,5.041,266,en,Mystery; Drama; Horror,2026-03-15
1159559,movie,Scream 7,2026-02-25,89.8302,6.0,312,en,Horror; Mystery; Crime,2026-03-15
