id,media_type,title,date,popularity,vote_average,vote_count,original_language,genres,week
66732,tv,Stranger Things,2016-07-15,619.812,8.598,19515,en,Sci-Fi & Fantasy; Mystery; Action & Adventure,2025-12-14
200875,tv,IT: Welcome to Derry,2025-10-26,410.9637,8.201,732,en,Drama; Mystery,2025-12-14
1084242,movie,Zootopia 2,2025-11-26,409.1167,7.661,585,en,Animation; Comedy; Adventure; Family; Mystery,2025-12-14
798645,movie,The Running Man,2025-11-11,370.0244,6.762,453,en,Action; Thriller; Science Fiction,2025-12-14
812583,movie,Wake Up Dead Man: A Knives Out Mystery,2025-11-26,332.8821,7.388,447,en,Thriller; Mystery; Drama,2025-12-14
1387382,movie,Hunting Season,2025-12-05,279.6949,7.152,23,en,Action; Drama; Thriller,2025-12-14
533533,movie,TRON: Ares,2025-10-08,257.7556,6.548,727,en,Science Fiction; Adventure; Action,2025-12-14
1228246,movie,Five Nights at Freddy's 2,2025-12-03,256.386,6.4,169,en,Horror; Thriller,2025-12-14
1180831,movie,Troll 2,2025-11-30,234.9032,6.724,255,no,Action; Fantasy; Thriller,2025-12-14
240459,tv,Spartacus: House of Ashur,2025-12-05,227.0276,6.1,76,en,Drama; Action & Adventure,2025-12-14
1218925,movie,Chainsaw Man - The Movie: Reze Arc,2025-09-19,205.0445,8.3,384,ja,Animation; Action; Romance; Fantasy,2025-12-14
1242898,movie,Predator: Badlands,2025-11-05,156.8185,7.337,633,en,Action; Science Fiction; Adventure,2025-12-14
279601,tv,Man vs Baby,2025-12-11,151.3902,7.202,47,en,Comedy; Family,2025-12-14
1419406,movie,The Shadow's Edge,2025-08-16,136.0678,6.5,154,zh,Action; Crime; Thriller,2025-12-14
456,tv,The Simpsons,1989-12-17,126.3393,8.012,10484,en,Family; Animation; Comedy,2025-12-14
1246049,movie,Dracula,2025-07-30,123.7537,7.1,604,fr,Horror; Fantasy; Romance,2025-12-14
114868,tv,Record of Ragnarok,2021-06-17,120.4449,8.423,1774,ja,Action & Adventure; Animation; Sci-Fi & Fantasy,2025-12-14
1379963,movie,Tell Me Softly,2025-12-11,115.5482,6.271,24,es,Romance; Drama,2025-12-14
1033148,movie,Die My Love,2025-10-06,112.4894,6.493,137,en,Drama; Thriller,2025-12-14
